fund_name,scheme_name,isin
360 ONE Mutual Fund,360 ONE Balanced Hybrid Fund - Direct Plan - IDCW,INF579M01AZ6
360 ONE Mutual Fund,360 ONE Balanced Hybrid Fund - Regular Plan - Growth,INF579M01AV5
360 ONE Mutual Fund,360 ONE Balanced Hybrid Fund- Direct Plan - Growth,INF579M01AY9
360 ONE Mutual Fund,360 ONE Balanced Hyrbrid fund - Regular Plan - IDCW,INF579M01AW3
360 ONE Mutual Fund,360 ONE Dynamic Bond Fund - Regular Plan - Growth Option,INF579M01183
360 ONE Mutual Fund,360 ONE Dynamic Bond Fund Direct Plan Growth,INF579M01266
360 ONE Mutual Fund,360 ONE Dynamic Bond Fund Direct Plan Monthly Dividend,INF579M01282
360 ONE Mutual Fund,360 ONE Dynamic Bond Fund Direct Plan Quarterly Dividend,INF579M01290
360 ONE Mutual Fund,360 ONE Dynamic Bond Fund Regular Plan Bonus,INF579M01191
360 ONE Mutual Fund,360 ONE Dynamic Bond Fund Regular Plan Half Yearly Dividend,INF579M01225
360 ONE Mutual Fund,360 ONE Dynamic Bond Fund Regular Plan Monthly Dividend,INF579M01209
360 ONE Mutual Fund,360 ONE Dynamic Bond Fund Regular Plan Quarterly Dividend,INF579M01217
360 ONE Mutual Fund,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - Growth,INF579M01AN2
360 ONE Mutual Fund,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - IDCW Payout,INF579M01AO0
360 ONE Mutual Fund,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Regular Plan - Growth,INF579M01AL6
360 ONE Mutual Fund,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Regular Plan - IDCW Payout,INF579M01AM4
360 ONE Mutual Fund,360 ONE FLEXICAP FUND-DIRECT PLAN- GROWTH,INF579M01AS1
360 ONE Mutual Fund,360 ONE FLEXICAP FUND-DIRECT PLAN- IDCW,INF579M01AT9
360 ONE Mutual Fund,360 ONE FLEXICAP FUND-REGULAR PLAN- GROWTH,INF579M01AP7
360 ONE Mutual Fund,360 ONE FLEXICAP FUND-REGULAR PLAN- IDCW,INF579M01AQ5
360 ONE Mutual Fund,360 ONE Focused Fund - Direct Plan - Dividend,INF579M01910
360 ONE Mutual Fund,360 ONE Focused Fund - Regular Plan - Dividend,INF579M01886
360 ONE Mutual Fund,360 ONE Focused Fund -Regular Plan - Growth,INF579M01878
360 ONE Mutual Fund,360 ONE Focused Fund-Direct Plan-Growth,INF579M01902
360 ONE Mutual Fund,360 ONE Gold ETF,INF579M01BB5
360 ONE Mutual Fund,360 ONE LIQUID FUND DIRECT PLAN  DAILY DIVIDEND REINVESTMENT,INF579M01688
360 ONE Mutual Fund,360 ONE LIQUID FUND DIRECT PLAN  GROWTH,INF579M01621
360 ONE Mutual Fund,360 ONE LIQUID FUND DIRECT PLAN  WEEKLY DIVIDEND,INF579M01639
360 ONE Mutual Fund,360 ONE LIQUID FUND REGULAR PLAN  DAILY DIVIDEND REINVESTMENT,INF579M01563
360 ONE Mutual Fund,360 ONE LIQUID FUND REGULAR PLAN  GROWTH,INF579M01506
360 ONE Mutual Fund,360 ONE LIQUID FUND REGULAR PLAN  WEEKLY DIVIDEND,INF579M01514
360 ONE Mutual Fund,360 ONE MSCI India ETF,INF579M01BP5
360 ONE Mutual Fund,360 ONE Multi Asset Allocation Fund - Direct Plan - Growth,INF579M01BM2
360 ONE Mutual Fund,360 ONE Multi Asset Allocation Fund - Direct Plan - IDCW,INF579M01BN0
360 ONE Mutual Fund,360 ONE Multi Asset Allocation Fund - Regular Plan - Growth,INF579M01BJ8
360 ONE Mutual Fund,360 ONE Multi Asset Allocation Fund - Regular Plan - IDCW,INF579M01BK6
360 ONE Mutual Fund,360 ONE Overnight Fund - Direct Plan - Growth,INF579M01BG4
360 ONE Mutual Fund,360 ONE Overnight Fund - Regular Plan - Growth,INF579M01BD1
360 ONE Mutual Fund,360 ONE Overnight Fund - Regular Plan - IDCW,INF579M01BE9
360 ONE Mutual Fund,360 ONE Overnight Fund- Direct Plan - IDCW,INF579M01BH2
360 ONE Mutual Fund,360 ONE QUANT FUND DIRECT GROWTH,INF579M01AI2
360 ONE Mutual Fund,360 ONE QUANT FUND DIRECT INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,INF579M01AJ0
360 ONE Mutual Fund,360 ONE QUANT FUND REGULAR GROWTH,INF579M01AF8
360 ONE Mutual Fund,360 ONE QUANT FUND REGULAR INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,INF579M01AG6
360 ONE Mutual Fund,360 ONE Silver ETF,INF579M01BC3
Abakkus Mutual Fund,Abakkus Flexi Cap Fund - Direct - Growth,INF2JJD01136
Abakkus Mutual Fund,Abakkus Flexi Cap Fund - Direct - IDCW,INF2JJD01128
Abakkus Mutual Fund,Abakkus Flexi Cap Fund - Regular - Growth,INF2JJD01169
Abakkus Mutual Fund,Abakkus Flexi Cap Fund - Regular - IDCW,INF2JJD01151
Abakkus Mutual Fund,Abakkus Liquid Fund - Direct Plan - Daily IDCW Reinvestment,INF2JJD01011
Abakkus Mutual Fund,Abakkus Liquid Fund - Direct Plan - Growth,INF2JJD01029
Abakkus Mutual Fund,Abakkus Liquid Fund - Direct Plan - Monthly IDCW Reinvestment,INF2JJD01037
Abakkus Mutual Fund,Abakkus Liquid Fund - Direct Plan - Quarterly IDCW Reinvestment,INF2JJD01052
Abakkus Mutual Fund,Abakkus Liquid Fund - Direct Plan - Weekly IDCW Reinvestment,INF2JJD01045
Abakkus Mutual Fund,Abakkus Liquid Fund - Regular Plan - Daily IDCW Reinvestment,INF2JJD01060
Abakkus Mutual Fund,Abakkus Liquid Fund - Regular Plan - Growth,INF2JJD01078
Abakkus Mutual Fund,Abakkus Liquid Fund - Regular Plan - Monthly IDCW Reinvestment,INF2JJD01086
Abakkus Mutual Fund,Abakkus Liquid Fund - Regular Plan - Quarterly IDCW Reinvestment,INF2JJD01102
Abakkus Mutual Fund,Abakkus Liquid Fund - Regular Plan - Weekly IDCW Reinvestment,INF2JJD01094
Abakkus Mutual Fund,Abakkus Small Cap Fund - Direct Plan - Growth,INF2JJD01177
Abakkus Mutual Fund,Abakkus Small Cap Fund - Regular  Plan - Growth,INF2JJD01185
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Aggressive Hybrid Omni FOF-  Regular -  IDCW,INF084M01085
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Aggressive Hybrid Omni FOF- Direct - IDCW,INF084M01EU0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Aggressive Hybrid Omni FOF- Direct Plan - Growth Option,INF084M01ET2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Aggressive Hybrid Omni FOF- Regular Plan - Growth Option,INF084M01077
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Arbitrage Fund - Growth - Direct Plan,INF209K01VP1
Aditya Birla Sun Life Mutual Fund,Aditya BIRLA SUN LIFE ARBITRAGE FUND - REGULAR PLAN - GROWTH,INF209K01264
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Arbitrage Fund-DIRECT - IDCW,INF209K01P80
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Arbitrage Fund-Regular - IDCW,INF209K01256
Aditya Birla Sun Life Mutual Fund,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA DIRECT GROWTH,INF209KB1E84
Aditya Birla Sun Life Mutual Fund,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA REGULAR GROWTH,INF209KB1E76
Aditya Birla Sun Life Mutual Fund,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Direct - IDCW,INF209KB1F18
Aditya Birla Sun Life Mutual Fund,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Regular - IDCW,INF209KB1E92
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Balanced Advantage Fund - Direct Plan - Growth Option,INF084M01DJ5
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Balanced Advantage Fund - Regular Plan - Growth Option,INF084M01AB8
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Balanced Advantage Fund -DIRECT - IDCW,INF084M01DK3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Balanced Advantage Fund -REGULAR - IDCW,INF084M01AC6
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,INF209KA12Z1
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - MONTHLY IDCW,INF209K01YM2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Banking & PSU Debt Fund  - Direct - Quarterly IDCW,INF209K01YO8
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - IDCW,INF209K01LX6
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - MONTHLY IDCW,INF209K01LU2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - Quarterly IDCW,INF209K01LN7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Banking & PSU Debt Fund - Regular Plan-Growth,INF209K01LV0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Banking & PSU Debt Fund- Direct Plan-Growth,INF209K01YN0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Banking and Financial Services Fund - DIRECT - IDCW,INF209K013W3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,INF209K014W1
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Banking and Financial Services Fund - REGULAR - IDCW,INF209K010W9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Growth,INF209K011W7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life BSE 500 Momentum 50 Index Fund- Regular Growth,INF209KC1605
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life BSE 500 Momentum 50 Index Fund-Direct Growth,INF209KC1589
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life BSE 500 Momentum 50 Index Fund-Direct IDCW Payout,INF209KC1597
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life BSE 500 Momentum 50 Index Fund-Regular IDCW Payout,INF209KC1654
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life BSE 500 Quality 50 Index Fund - Direct Growth,INF209KC1613
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life BSE 500 Quality 50 Index Fund - Direct IDCW Payout,INF209KC1621
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life BSE 500 Quality 50 Index Fund - Regular Growth,INF209KC1639
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life BSE 500 Quality 50 Index Fund - Regular IDCW Payout,INF209KC1647
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life BSE India Infrastructure Index Fund-Direct Growth,INF209KC1332
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life BSE India Infrastructure Index Fund-Direct IDCW Payout,INF209KC1340
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life BSE India Infrastructure Index Fund-Regular Growth,INF209KC1357
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life BSE India Infrastructure Index Fund-Regular IDCW Payout,INF209KC1365
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life BSE Sensex ETF,INF209KB10E8
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life BSE Top 10 Banks ETF,INF209KC1670
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Business Cycle Fund-Direct Growth,INF209KB14D2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Business Cycle Fund-Direct IDCW Payout,INF209KB15D9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Business Cycle Fund-Regular IDCW Payout,INF209KB13D4
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Business Cycle Fund-Regular-Growth,INF209KB12D6
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Direct Plan,INF209K01VL0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Regular Plan,INF209K01207
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan -Direct - IDCW,INF209K01P64
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan -Regular - IDCW,INF209K01199
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Conglomerate Fund-Direct Growth,INF209KC1373
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Conglomerate Fund-Direct IDCW Payout,INF209KC1381
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Conglomerate Fund-Regular Growth,INF209KC1399
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Conglomerate Fund-Regular IDCW Payout,INF209KC1407
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Conservative Hybrid Active FOF -Regular - IDCW,INF084M01051
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Conservative Hybrid Active FOF- Direct Plan - Growth Option,INF084M01EQ8
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Conservative Hybrid Active FOF- Regular Plan - Growth Option,INF084M01044
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Conservative Hybrid Active FOF-Direct - IDCW,INF084M01ER6
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Consumption Fund - Growth - Direct Plan,INF209K01WC7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Consumption Fund -DIRECT - IDCW,INF209K01Q63
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Consumption Fund -Regular - IDCW,INF209K01439
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Consumption Fund-Growth Option,INF209K01447
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,INF209K01S38
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan,INF209K01785
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - IDCW,INF209KA1KT0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - MONTHLY IDCW,INF209K01N90
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW,INF209KA1KS2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW,INF209K01983
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW,INF209KA1K96
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus,INF209KA1L12
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth,INF209KA1K88
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW,INF209KA1K54
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus,INF209KA1K70
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth,INF209KA1K47
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil 10 Year Gilt ETF,INF209KC1142
Aditya Birla Sun Life Mutual Fund,ADITYA BIRLA SUN LIFE CRISIL BROAD BASED GILT ETF,INF209KC1134
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Direct Growth,INF209KB14N1
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL APR 2028 Index Fund-Direct IDCW,INF209KB15N8
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Regular Growth,INF209KB12N5
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Regular IDCW,INF209KB13N3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX 60:40 SDL + AAA PSU APR 2026 Index Fund-Direct Growth,INF209KB10P4
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX 60:40 SDL+ AAA PSU APR 2026 Index Fund-Direct IDCW Payout,INF209KB11P2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU APR 2026 Index Fund-Regular Growth,INF209KB18O0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU APR 2026 Index Fund-Regular IDCW Payout,INF209KB19O8
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Direct Growth,INF209KB19H2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Direct IDCW,INF209KB10I9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Regular Growth,INF209KB17H6
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Regular IDCW,INF209KB18H4
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Direct Growth,INF209KB11U2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Direct IDCW,INF209KB12U0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Regular Growth,INF209KB19T7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Regular IDCW,INF209KB10U4
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Direct Growth,INF209KB19Y7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Direct IDCW Payout,INF209KB10Z3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Regular Growth,INF209KB17Y1
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Regular IDCW payout,INF209KB18Y9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund-Direct Growth,INF209KC1076
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil Ibx Gilt June 2027 Index Fund-Direct IDCW Payout,INF209KC1084
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund-Regular Growth,INF209KC1050
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund-Regular IDCW Payout,INF209KC1068
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX Gilt- April 2026 Index Fund-Direct IDCW,INF209KB11N7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Direct IDCW,INF209KB13O1
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Regular Growth,INF209KB10O7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Regular IDCW,INF209KB11O5
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX Gilt-Apr-2029 Index Fund-Direct Growth,INF209KB12O3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Direct Growth,INF209KB10N9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Regular Growth,INF209KB18M4
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Regular IDCW,INF209KB19M2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Direct Growth,INF209KB14S0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Direct IDCW Payout,INF209KB15S7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Regular Growth,INF209KB12S4
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Regular IDCW Payout,INF209KB13S2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life CRISIL Liquid Overnight ETF - IDCW Daily Reinvestment with Weekly Payout,INF209KB18T9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Direct Growth,INF209KC1290
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Direct IDCW Payout,INF209KC1308
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Regular Growth,INF209KC1316
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil-IBX AAA Financial Services Index-Sep 2027 Fund-Regular IDCW Payout,INF209KC1324
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Direct Growth,INF209KC1217
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC INDEX-Sep 2026 Fund-Direct IDCW Payout,INF209KC1225
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Regular Growth,INF209KC1233
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Regular IDCW Payout,INF209KC1241
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 Months  Debt Index Fund-Regular IDCW Payout,INF209KC1480
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil-IBX financial Services 3 to 6 months Debt Index Fund-Direct Growth,INF209KC1456
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 months Debt Index Fund-Direct IDCW Payout,INF209KC1464
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 Months Debt Index Fund-Regular Growth,INF209KC1472
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Direct Growth,INF209KC1498
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Direct IDCW Payout,INF209KC1506
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Regular Growth,INF209KC1514
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Digital India Fund - Growth - Direct Plan,INF209K01VF2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Digital India Fund - Growth - Regular Plan,INF209K01140
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Digital India Fund -DIRECT - IDCW,INF209K01P49
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Digital India Fund -Regular - IDCW,INF209K01132
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Dividend Yield Fund - Growth - Direct Plan,INF209K01WA1
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Dividend Yield Fund - Growth - Regular Plan,INF209K01405
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Dividend Yield Fund -DIRECT - IDCW,INF209K01Q55
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Dividend Yield Fund -REGULAR - IDCW,INF209K01397
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Dynamic Asset Allocation Omni FOF- Direct - IDCW,INF084M01EX4
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Dynamic Asset Allocation Omni FOF- Direct Plan - Growth Option,INF084M01EW6
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Dynamic Asset Allocation Omni FOF- Regular Plan - Growth Option,INF084M01101
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Dynamic Asset Allocation Omni FOF-Regular - IDCW,INF084M01119
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Direct Plan,INF209K01N82
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Regular Plan,INF209K01793
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Dynamic Bond Fund -Direct - IDCW,INF209KA1TX3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Dynamic Bond Fund -DIRECT - MONTHLY IDCW,INF209K01R62
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Dynamic Bond Fund -Direct - Quarterly IDCW,INF209K01R88
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Dynamic Bond Fund -Regular - IDCW,INF209KA1TV7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Dynamic Bond Fund -REGULAR - MONTHLY IDCW,INF209K01801
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Dynamic Bond Fund -Regular - Quarterly IDCW,INF209K01819
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan,INF209K01UN8
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth Option,INF209K01108
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life ELSS Tax Saver Fund-DIRECT - IDCW,INF209K01P23
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life ELSS Tax Saver Fund-Regular - IDCW,INF209K01090
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Equity Hybrid'95 Fund - Direct Plan-Growth,INF209K01ZC0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Equity Hybrid'95 Fund - Regular Plan-Growth,INF209K01BT5
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Equity Hybrid'95 Fund -DIRECT - IDCW,INF209KA1LH3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Equity Hybrid'95 Fund -Regular - IDCW,INF209K01BS7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Equity Savings Fund - Direct - IDCW,INF209KA1TQ7
