fund_name,scheme_name,isin
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXIX Series 10- Direct Plan- Growth Option,INF204KB1L29
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXIX- Series 10- Direct Plan- Dividend Option,INF204KB1L37
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXIX- Series 10- Dividend Option,INF204KB1L11
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXIX- Series 10- Growth Option,INF204KB1L03
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXIX- Series 3 - Direct Plan- Dividend Plan,INF204KB1I16
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXIX- Series 3- Direct Plan- Growth Option,INF204KB1I08
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXIX- Series 3- Dividend Plan,INF204KB1H90
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXIX- Series 3- Growth Option,INF204KB1H82
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXIX- Series 7- Direct Plan- Dividend Option,INF204KB1K12
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXIX- Series 7- Direct Plan- Growth Option,INF204KB1K04
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXIX- Series 7- Growth Option,INF204KB1J80
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVI- Series 4- Direct Plan-Dividend Payout Option,INF204KB1UT3
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVI- Series 4- Direct Plan-Growth Option,INF204KB1US5
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVI- Series 4- Dividend Payout Option,INF204KB1UR7
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVI- Series 4- Growth Option,INF204KB1UQ9
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVII- Series 11- Direct Plan- Dividend Payout Option,INF204KB1XV3
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVII- Series 11- Direct Plan- Growth Option,INF204KB1XU5
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVII- Series 11- Dividend Payout Option,INF204KB1XT7
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVII- Series 11- Growth Option,INF204KB1XS9
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVII- Series 13- Direct Plan- Dividend Payout Option,INF204KB1YD9
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVII- Series 13- Direct Plan- Growth Option,INF204KB1YC1
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVII- Series 13- Dividend Payout Option,INF204KB1YB3
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVII- Series 13- Growth Option,INF204KB1YA5
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVII- Series 7- Direct Plan- Dividend Payout Option,INF204KB1XF6
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVII- Series 7- Direct Plan- Growth Option,INF204KB1XE9
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVII- Series 7- Dividend Payout Option,INF204KB1XD1
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVII- Series 7- Growth Option,INF204KB1XC3
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVII- Series 8- Direct Plan- Dividend Payout Option,INF204KB1XJ8
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVII- Series 8- Direct Plan- Growth Option,INF204KB1XI0
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVII- Series 8- Dividend Payout Option,INF204KB1XH2
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVII- Series 8- Growth Option,INF204KB1XG4
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVIII- Series 13 - Direct Plan- Dividend Plan,INF204KB1F76
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVIII- Series 13- Direct Plan- Growth Option,INF204KB1F68
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVIII- Series 13- Dividend Plan,INF204KB1F50
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVIII- Series 13- Growth Option,INF204KB1F43
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVIII- Series 15 - Direct Plan- Dividend Plan,INF204KB1G91
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVIII- Series 15- Direct Plan- Growth Option,INF204KB1G83
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVIII- Series 15- Dividend Plan,INF204KB1G75
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVIII- Series 15- Growth Option,INF204KB1G67
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVIII- Series 4- Direct Plan- Dividend Plan,INF204KB1C12
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVIII- Series 4- Direct Plan- Growth Option,INF204KB1C04
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVIII- Series 4- Growth Option,INF204KB1B88
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVIII- Series 8- Direct Plan- Dividend Plan,INF204KB1D78
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVIII- Series 8- Direct Plan- Growth Option,INF204KB1D60
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVIII- Series 8- Dividend Plan,INF204KB1D52
Nippon India Mutual Fund,Reliance Fixed Horizon Fund XXXVIII- Series 8- Growth Option,INF204KB1D45
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 12- Direct Plan - Dividend Payout Option,INF204KA1NE1
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 12- Direct Plan - Growth Option,INF204KA1ND3
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 12- Dividend payout Option,INF204KA1NC5
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 12- Growth Option,INF204KA1NB7
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 13- Direct Plan - Dividend Payout Option,INF204KA1NI2
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 13- Direct Plan - Growth Option,INF204KA1NH4
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 13- Dividend payout Option,INF204KA1NG6
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 13- Growth Option,INF204KA1NF8
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 16- Direct Plan - Dividend Payout Option,INF204KA1NU7
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 16- Direct Plan - Growth Option,INF204KA1NT9
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 16- Dividend payout Option,INF204KA1NS1
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 16- Growth Option,INF204KA1NR3
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 19- Direct Plan- Growth Option,INF204KA1OF6
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 19- Dividend Payout Option,INF204KA1OE9
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 19- Growth Option,INF204KA1OD1
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 21- Direct Plan- Growth Option,INF204KA1ON0
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 21- Dividend Payout Option,INF204KA1OM2
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 21- Growth Option,INF204KA1OL4
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 23- Direct Plan- Dividend Payout Option,INF204KA1PA4
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 23- Dividend Payout Opiton,INF204KA1OY7
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 23- Growth Option,INF204KA1OX9
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 24- Direct Plan- Dividend Payout Option,INF204KA1PE6
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 24- Direct Plan- Growth Option,INF204KA1PD8
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 24- Dividend Payout Option,INF204KA1PC0
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 24- Growth Option,INF204KA1PB2
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 26- Growth Option,INF204KA1PN7
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 6-  Growth Option,INF204KA1LQ9
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 6- Direct Plan - Dividend Payout Option,INF204KA1LT3
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 6- Direct Plan - Growth Option,INF204KA1LS5
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 7- Direct Plan - Dividend Payout Option,INF204KA1LX5
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 7- Direct Plan - Growth Option,INF204KA1LW7
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 7- Dividend payout Option,INF204KA1LV9
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 7- Growth Option,INF204KA1LU1
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 8- Direct Plan - Dividend Payout Option,INF204KA1MF0
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 8- Direct Plan - Growth Option,INF204KA1ME3
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 8- Dividend payout Option,INF204KA1MD5
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 8- Growth Option,INF204KA1MC7
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 9- Direct Plan - Growth Option,INF204KA1MI4
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 9- Dividend payout Option,INF204KA1MH6
Nippon India Mutual Fund,Reliance Fixed Horizon Fund- XXVI- Series 9- Growth Option,INF204KA1MG8
Nippon India Mutual Fund,Reliance Fixed Horizon Fund-XXVI-Series 28-Direct Plan-Growth Option,INF204KA1PX6
Nippon India Mutual Fund,Reliance Fixed Horizon Fund-XXVI-Series 28-Dividend Payout Option,INF204KA1PW8
Nippon India Mutual Fund,Reliance Fixed Horizon Fund-XXVI-Series 28-Growth Option,INF204KA1PV0
Nippon India Mutual Fund,Reliance Interval Fund - II - Series 1 -Direct Plan -Growth Option,INF204KA1AI9
Nippon India Mutual Fund,Reliance Interval Fund - II - Series 1 -Dividend Option,INF204KA1AJ7
Nippon India Mutual Fund,Reliance Interval Fund - II - Series 1 -Growth Plan,INF204KA1AL3
Nippon India Mutual Fund,Reliance Interval Fund - II - Series 2 - Direct Plan - Dividend Plan - Dividend Option,INF204KA1AM1
Nippon India Mutual Fund,Reliance Interval Fund - II - Series 2 - Direct Plan - Growth Plan - Growth Option,INF204KA1AO7
Nippon India Mutual Fund,Reliance Interval Fund - II - Series 2 - Dividend Plan - Dividend Option,INF204KA1AP4
Nippon India Mutual Fund,Reliance Interval Fund - II - Series 2 - Growth Plan - Growth Option,INF204KA1AR0
Nippon India Mutual Fund,Reliance Interval Fund - II - Series 3 - Direct Plan - Dividend Plan - Dividend Option,INF204KA1AS8
Nippon India Mutual Fund,Reliance Interval Fund - II - Series 3 - Direct Plan - Growth Plan - Growth Option,INF204KA1AU4
Nippon India Mutual Fund,Reliance Interval Fund - II - Series 3 - Dividend Plan - Dividend Option,INF204KA1AV2
Nippon India Mutual Fund,Reliance Interval Fund - II - Series 3 - Growth Plan - Growth Option,INF204KA1AX8
Nippon India Mutual Fund,Reliance Interval Fund - II - Series 4-Direct Plan-Growth Plan -Growth Option,INF204KA1BA4
Nippon India Mutual Fund,Reliance Interval Fund - II - Series 4-Dividend Plan -Dividend Option,INF204KA1BB2
Nippon India Mutual Fund,Reliance Interval Fund - II - Series 4-Growth Plan-Growth Option,INF204KA1BD8
Nippon India Mutual Fund,Reliance Interval Fund -IV -Series 2 - Direct Plan - Dividend Payout Option,INF204KA12F4
Nippon India Mutual Fund,Reliance Interval Fund -IV -Series 2 - Direct Plan - Growth Option,INF204KA13F2
Nippon India Mutual Fund,Reliance Interval Fund -IV -Series 2 - Dividend Payout Option,INF204KA10F8
Nippon India Mutual Fund,Reliance Interval Fund -IV -Series 2 - Growth Option,INF204KA11F6
Nippon India Mutual Fund,Reliance Interval Fund III- Series 1- Direct Plan- Growth Option,INF204KA1VD6
Nippon India Mutual Fund,Reliance Interval Fund III- Series 1- Growth Option,INF204KA1VB0
Nippon India Mutual Fund,Reliance Interval Fund IV- Series 3- Direct Plan-Dividend Payout Option,INF204KA14I4
Nippon India Mutual Fund,Reliance Interval Fund IV- Series 3- Direct Plan-Growth option,INF204KA15I1
Nippon India Mutual Fund,Reliance Interval Fund IV- Series 3- Dividend Payout Option,INF204KA12I8
Nippon India Mutual Fund,Reliance Interval Fund IV- Series 3- Growth option,INF204KA13I6
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 3 - Direct Plan - Growth Plan - Growth Option,INF204K01S33
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 3 - Dividend Plan - Dividend Option,INF204K01S17
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 3 - Growth Plan - Growth Option,INF204K01S09
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 4 - Direct Plan - Dividend Plan - Dividend Option,INF204K01T08
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 4 - Direct Plan - Growth Plan - Growth Option,INF204K01S90
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 4 - Dividend Plan - Dividend Option,INF204K01S74
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 4- Growth Plan - Growth Option,INF204K01S66
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 5 - Direct Plan - Growth Plan - Growth Option,INF204K01T57
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 5 - Growth Plan - Growth Option,INF204K01T24
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 6 - Direct Plan - Dividend Option,INF204K01U21
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 6 - Direct Plan - Growth Option,INF204K01U13
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 6 - Dividend Option,INF204K01T99
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 6 - Growth Option,INF204K01T81
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 7 - Direct Plan - Dividend Option,INF204K01U88
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 7 - Direct Plan - Growth Option,INF204K01U70
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 7- Dividend Option,INF204K01U54
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 7- Growth Option,INF204K01U47
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 8 - Direct Plan - Dividend Plan - Dividend Option,INF204K01V46
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 8 - Direct Plan - Growth Plan - Growth Option,INF204K01V38
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 8 - Dividend Plan - Dividend Option,INF204K01V12
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 8 - Growth Plan - Growth Option,INF204K01V04
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 9 - Direct Plan - Growth Plan - Growth Option,INF204K01V95
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 9 - Dividend Plan - Dividend Option,INF204K01V79
Nippon India Mutual Fund,Reliance Yearly Interval Fund - Series 9 - Growth Plan - Growth Option,INF204K01V61
Samco Mutual Fund,Samco Active Momentum Fund - Direct Plan - Growth Option,INF0K1H01081
Samco Mutual Fund,Samco Active Momentum Fund - Regular Plan - Growth Option,INF0K1H01073
Samco Mutual Fund,Samco Arbitrage Fund - Direct Plan - Growth,INF0K1H01214
Samco Mutual Fund,Samco Arbitrage Fund - Regular Plan - Growth,INF0K1H01222
Samco Mutual Fund,Samco Dynamic Asset Allocation Fund - Direct Plan - Growth Option,INF0K1H01131
Samco Mutual Fund,Samco Dynamic Asset Allocation Fund - Direct Plan - IDCW Option,INF0K1H01149
Samco Mutual Fund,Samco Dynamic Asset Allocation Fund - Regular Plan - Growth Option,INF0K1H01099
Samco Mutual Fund,Samco Dynamic Asset Allocation Fund - Regular Plan - IDCW Option,INF0K1H01107
Samco Mutual Fund,Samco ELSS Tax Saver Fund - Direct Plan - Growth Option,INF0K1H01065
Samco Mutual Fund,Samco ELSS Tax Saver Fund - Regular Plan - Growth Option,INF0K1H01057
Samco Mutual Fund,Samco Flexi Cap Fund - Direct Plan - Growth Option,INF0K1H01024
Samco Mutual Fund,Samco Flexi Cap Fund - Regular Plan - Growth Option,INF0K1H01016
Samco Mutual Fund,Samco Large & Mid Cap Fund - Direct Plan - Growth Option,INF0K1H01271
Samco Mutual Fund,Samco Large & Mid Cap Fund - Regular Plan - Growth Option,INF0K1H01289
Samco Mutual Fund,Samco Large Cap Fund - Direct Plan - Growth Option,INF0K1H01255
Samco Mutual Fund,Samco Large Cap Fund - Regular Plan - Growth Option,INF0K1H01263
Samco Mutual Fund,Samco Mid Cap Fund - Direct Plan,INF0K1H01313
Samco Mutual Fund,Samco Mid Cap Fund - Regular Plan,INF0K1H01321
Samco Mutual Fund,Samco Multi Asset Allocation Fund - Direct Plan - Growth,INF0K1H01230
Samco Mutual Fund,Samco Multi Asset Allocation Fund - Regular Plan - Growth,INF0K1H01248
Samco Mutual Fund,Samco Multi Cap Fund - Direct Plan - Growth,INF0K1H01198
Samco Mutual Fund,Samco Multi Cap Fund - Regular Plan - Growth,INF0K1H01206
Samco Mutual Fund,Samco Overnight Fund - Direct Plan - Growth Option,INF0K1H01040
Samco Mutual Fund,Samco Overnight Fund - Regular Plan - Growth Option,INF0K1H01032
Samco Mutual Fund,Samco Small Cap Fund - Direct Plan,INF0K1H01297
Samco Mutual Fund,Samco Small Cap Fund - Regular Plan,INF0K1H01305
Samco Mutual Fund,Samco Special Opportunities Fund - Direct Plan - Growth,INF0K1H01180
Samco Mutual Fund,Samco Special Opportunities Fund - Regular Plan - Growth,INF0K1H01172
SBI Mutual Fund,SBI  SAVINGS FUND - DIRECT PLAN - GROWTH,INF200K01SZ5
SBI Mutual Fund,SBI  SAVINGS FUND - REGULAR PLAN - GROWTH,INF200K01636
SBI Mutual Fund,SBI Arbitrage Opportunities Fund - Direct Plan - Gr,INF200K01QU0
SBI Mutual Fund,SBI Arbitrage Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01QS4
SBI Mutual Fund,SBI Arbitrage Opportunities Fund - Regular Plan - Gr,INF200K01156
SBI Mutual Fund,SBI Arbitrage Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01131
SBI Mutual Fund,SBI Automotive Opportunities Fund - Direct Plan - Growth,INF200KB1183
SBI Mutual Fund,SBI Automotive Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option,INF200KB1191
SBI Mutual Fund,SBI Automotive Opportunities Fund - Regular Plan - Growth,INF200KB1159
SBI Mutual Fund,SBI Automotive Opportunities Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option,INF200KB1167
SBI Mutual Fund,SBI Balanced Advantage Fund - Direct Plan - Growth,INF200KA1Y73
SBI Mutual Fund,SBI Balanced Advantage Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1Y81
SBI Mutual Fund,SBI Balanced Advantage Fund - Regular Plan - Growth,INF200KA1Y40
SBI Mutual Fund,SBI Balanced Advantage Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1Y57
SBI Mutual Fund,SBI BANKING & FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH,INF200KA1507
SBI Mutual Fund,SBI Banking & Financial Services Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1515
SBI Mutual Fund,SBI BANKING & FINANCIAL SERVICES FUND - REGULAR PLAN - GROWTH,INF200KA1473
SBI Mutual Fund,SBI Banking & Financial Services Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1481
SBI Mutual Fund,SBI Banking & PSU Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01V16
SBI Mutual Fund,SBI BANKING & PSU FUND - Direct Plan - Growth,INF200K01V08
SBI Mutual Fund,SBI Banking & PSU Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01V40
SBI Mutual Fund,SBI Banking & PSU Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01V32
SBI Mutual Fund,SBI BANKING & PSU FUND - Regular Paln - Growth,INF200K01U41
SBI Mutual Fund,SBI Banking & PSU Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01U58
SBI Mutual Fund,SBI Banking & PSU Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01U82
SBI Mutual Fund,SBI Banking & PSU Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01U74
SBI Mutual Fund,SBI BSE 100 ETF,INF200KA1572
SBI Mutual Fund,SBI BSE PSU BANK ETF,INF200KB1712
SBI Mutual Fund,SBI BSE PSU BANK INDEX FUND- Direct Plan- Growth,INF200KB1688
SBI Mutual Fund,SBI BSE PSU BANK INDEX FUND- Direct Plan- Income Distribution Cum Capital Withdrawal Option (IDCW),INF200KB1704
SBI Mutual Fund,SBI BSE PSU BANK INDEX FUND- Regular Plan- Growth,INF200KB1654
SBI Mutual Fund,SBI BSE PSU BANK INDEX FUND- Regular Plan- Income Distribution Cum Capital Withdrawal Option (IDCW),INF200KB1662
SBI Mutual Fund,SBI BSE SENSEX ETF,INF200K01VT2
SBI Mutual Fund,SBI BSE Sensex Index Fund - Direct Plan - Growth,INF200KA16Y4
SBI Mutual Fund,SBI BSE Sensex Index Fund - Direct Plan - IDCW,INF200KA17Y2
SBI Mutual Fund,SBI BSE Sensex Index Fund - Regular Plan - Growth,INF200KA13Y1
SBI Mutual Fund,SBI BSE Sensex Index Fund - Regular Plan - IDCW,INF200KA14Y9
SBI Mutual Fund,SBI BSE Sensex Next 50 ETF,INF200KA1VQ2
SBI Mutual Fund,SBI Children's Fund - Investment Plan - Direct Plan - Growth,INF200KA1R07
SBI Mutual Fund,SBI Children's Fund - Investment Plan - Regular Plan - Growth,INF200KA1Q99
SBI Mutual Fund,SBI Children's Fund - Savings Plan - DIRECT PLAN - GROWTH,INF200K01QR6
SBI Mutual Fund,SBI Children's Fund - Savings Plan - REGULAR PLAN - GROWTH,INF200K01776
SBI Mutual Fund,SBI COMMA Fund - DIRECT PLAN - Growth,INF200K01SB6
SBI Mutual Fund,SBI Comma Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01RZ7
SBI Mutual Fund,SBI COMMA Fund - REGULAR PLAN - Growth,INF200K01339
SBI Mutual Fund,SBI Comma Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01313
SBI Mutual Fund,SBI Conservative Hybrid Fund  - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01TV2
SBI Mutual Fund,SBI Conservative Hybrid Fund - Direct Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01TQ2
SBI Mutual Fund,SBI Conservative Hybrid Fund - Direct Plan - Growth,INF200K01TS8
SBI Mutual Fund,SBI Conservative Hybrid Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01TT6
SBI Mutual Fund,SBI Conservative Hybrid Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01909
SBI Mutual Fund,SBI Conservative Hybrid Fund - Regular Plan - Growth,INF200K01859
SBI Mutual Fund,SBI Conservative Hybrid Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01867
SBI Mutual Fund,SBI Conservative Hybrid Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01883
SBI Mutual Fund,SBI CONSTANT MATURITY 10 YEAR GILT FUND - DIRECT PLAN - GROWTH,INF200K01SK7
SBI Mutual Fund,SBI Constant Maturity 10 Year Gilt Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01SI1
SBI Mutual Fund,SBI CONSTANT MATURITY 10 Year GILT FUND - REGULAR PLAN - GROWTH,INF200K01AN9
SBI Mutual Fund,SBI Constant Maturity 10 Year Gilt Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01AO7
SBI Mutual Fund,SBI CONSUMPTION OPPORTUNITIES FUND - DIRECT PLAN - GROWTH,INF200K01RM5
SBI Mutual Fund,SBI Consumption Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01RK9
SBI Mutual Fund,SBI CONSUMPTION OPPORTUNITIES FUND - REGULAR - GROWTH,INF200K01VR6
SBI Mutual Fund,SBI Consumption Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01404
SBI Mutual Fund,SBI CONTRA FUND - DIRECT PLAN - GROWTH,INF200K01RA0
SBI Mutual Fund,SBI Contra Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01QY2
SBI Mutual Fund,SBI Contra Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01347
SBI Mutual Fund,SBI CONTRA FUND - REGULAR PLAN -GROWTH,INF200K01362
SBI Mutual Fund,SBI Corporate Bond Fund - Direct Plan - Growth,INF200KA1YR4
SBI Mutual Fund,SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YS2
SBI Mutual Fund,SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YU8
SBI Mutual Fund,SBI Corporate Bond Fund - Regular Plan - Growth,INF200KA1YM5
SBI Mutual Fund,SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YN3
SBI Mutual Fund,SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YP8
SBI Mutual Fund,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Direct Plan - Growth,INF200KA13D5
SBI Mutual Fund,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA14D3
SBI Mutual Fund,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Regular Plan - Growth,INF200KA10D1
SBI Mutual Fund,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA11D9
SBI Mutual Fund,SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01SS0
SBI Mutual Fund,SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01ST8
SBI Mutual Fund,SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH,INF200K01SV4
